pl_name,hostname,pl_rade,ra
TOI-5728 b,TOI-5728,1.31,260.3509363
TOI-5736 b,TOI-5736,1.56,213.7583971
TOI-5786 b,TOI-5786,8.54,293.3223259
TOI-6008 b,TOI-6008,1.03,310.4487344
TOI-6016 b,TOI-6016,13.67495645,4.5239602
TOI-6478 b,TOI-6478,4.6,149.9918059
TOI-674 b,TOI-674,5.25,164.5865592
TOI-682.01,TOI-682,3.74186,167.88543
TOI-700 c,TOI-700,2.6,97.0957165
TOI-756 c,TOI-756,13.0,192.103738
TOI-849 b,TOI-849,3.64,28.7157956
TRAPPIST-1 d,TRAPPIST-1,0.788,346.6263919
TRAPPIST-1 f,TRAPPIST-1,1.045,346.6263919
TRAPPIST-1 g,TRAPPIST-1,1.129,346.6263919
TYC 3667-1280-1 b,TYC 3667-1280-1,12.8,12.8875757
UCAC4 328-061594 b,UCAC4 328-061594,12.1,152.6991091
V0391 Peg b,V0391 Peg,13.1,331.0504119
WASP-1 b,WASP-1,16.623,5.1669536
WASP-110 b,WASP-110,13.19297028,305.8724366
WASP-126 c,WASP-126,9.38,63.374706
WASP-127 b,WASP-127,14.694999,160.5587646
WASP-13 b,WASP-13,13.67498,140.1029654
WASP-130 b,WASP-130,9.97601,203.1060194
WASP-132 b,WASP-132,10.09929161,217.6091998
WASP-132 c,WASP-132,1.841,217.6091998
WASP-133 b,WASP-133,13.56289,314.5754375
WASP-138 b,WASP-138,12.21781,41.6391598
WASP-148 c,WASP-148,13.9,254.1305022
WASP-150 b,WASP-150,11.99363,264.2630197
WASP-17 b,WASP-17,20.96083,239.9622479
WASP-18 c,WASP-18,8.58,24.3544618
WASP-185 b,WASP-185,14.01125,214.0595791
WASP-187 b,WASP-187,18.38276,17.47474
WASP-20 b,WASP-20,15.46839337,5.1605621
WASP-35 b,WASP-35,14.5717,76.0818912
WASP-38 b,WASP-38,13.78707,243.9597194
WASP-39 b,WASP-39,14.336311,217.3266477
WASP-44 b,WASP-44,12.3299,3.9032733
WASP-56 b,WASP-56,10.53646,183.3660401
WASP-6 b,WASP-6,12.5428494,348.1571282
WASP-89 b,WASP-89,11.65736,313.9000261
WASP-98 b,WASP-98,12.823096,58.4290113
Wolf 1061 c,Wolf 1061,1.66,247.5748276
b Cen AB b,b Cen A,12.4,220.4897992
bet Pic b,bet Pic,18.49485,86.8212337
bet UMi b,bet UMi,12.7,222.676495
gam1 Leo b,gam1 Leo,12.5,154.993208
mu2 Sco b,mu2 Sco,12.3,253.0838724
ome Ser b,ome Ser,14.0,237.5732422
rho CrB b,rho CrB,13.7,240.2600639
ups And b,ups And,14.0,24.1983534
ups And d,ups And,12.5,24.1983534
11 Com b,11 Com,12.2,185.1787793
11 UMi b,11 UMi,12.3,229.2745954
24 Sex b,24 Sex,13.4,155.8684866
2M0437 b,2MASS J04372171+2651014,13.0,69.3405531
2MASS J11550485-7919108 b,2MASS J11550485-7919108,12.1,178.7691634
55 Cnc b,55 Cnc,13.9,133.1468373
61 Vir b,61 Vir,2.11,199.596455
8 UMi b,8 UMi,13.5,224.201685
AU Mic c,AU Mic,2.52202066,311.2911369
BD+42 2315 b,BD+42 2315,14.2,187.5887597
BD+63 1405 b,BD+63 1405,12.4,271.3979337
BD-210397 c,BD-210397,12.9,33.3024198
CD Cet b,CD Cet,1.82,48.3530155
CHXR 73 b,CHXR 73,12.3,166.6193985
CoRoT-19 b,CoRoT-19,14.46,97.0335983
CoRoT-3 b,CoRoT-3,11.32,292.0552827
DE CVn b,DE CVn,12.4,201.7207198
EPIC 201238110 b,EPIC 201238110,1.87,179.7058532
EPIC 201497682 b,EPIC 201497682,0.692,168.9366786
EPIC 211945201 b,EPIC 211945201,5.76,136.5741931
EPIC 220492298 b,EPIC 220492298,0.99,16.7615005
EPIC 249893012 b,EPIC 249893012,1.95,228.2482353
GJ 1061 c,GJ 1061,1.18,54.0032486
GJ 1252 b,GJ 1252,1.193,306.9286462
GJ 179 b,GJ 179,13.8,73.0245495
GJ 180 d,GJ 180,2.66,73.460097
GJ 251 b,GJ 251,1.79,103.7002499
GJ 273 b,GJ 273,1.51,111.852091
GJ 3082 b,GJ 3082,2.79,18.6432425
GJ 317 b,GJ 317,13.3,130.2445254
GJ 3473 c,GJ 3473,2.63,120.5936065
GJ 3998 c,GJ 3998,2.5,259.0020507
GJ 486 b,GJ 486,1.289,191.981531
GJ 674 b,GJ 674,3.33,262.1700476
GJ 676 A b,GJ 676 A,12.8,262.5448903
GJ 832 b,GJ 832,13.8,323.3912616
GJ 849 b,GJ 849,13.9,332.4229938
GJ 849 c,GJ 849,13.8,332.4229938
GJ 86 b,GJ 86,12.9,32.6224785
GJ 876 e,GJ 876,3.92,343.3239737
GJ 896 A b,GJ 896 A,13.3,352.9700384
Gl 686 b,Gl 686,2.46,264.4764878
HAT-P-1 b,HAT-P-1,14.784671,344.4453632
HAT-P-11 b,HAT-P-11,4.36,297.7101763
HAT-P-2 c,HAT-P-2,12.4,245.1514324
HAT-P-25 b,HAT-P-25,12.722215,48.4354731
HAT-P-41 b,HAT-P-41,22.97845,297.3226523
HAT-P-49 b,HAT-P-49,17.82231,305.4413294
HAT-P-64 b,HAT-P-64,19.08889413,68.9743955
HATS-10 b,HATS-10,10.861521,294.3068385
HATS-17 b,HATS-17,8.709393,192.1895676
HATS-23 b,HATS-23,20.84874,286.36675
HATS-26 b,HATS-26,19.61575,144.9268593
HATS-28 b,HATS-28,13.383546,284.3997616
HATS-45 b,HATS-45,14.414774,101.9942455
HATS-53 b,HATS-53,15.02006,176.628323
HATS-55 b,HATS-55,14.022459,114.2833819
HATS-58 A b,HATS-58 A,12.273855,186.7873036
HATS-60 b,HATS-60,12.923977,341.3640336
HATS-77 b,HATS-77,13.05846252,149.8236672
HATS-9 b,HATS-9,13.85,290.8101704
HD 100655 b,HD 100655,13.5,173.7653631
HD 10180 h,HD 10180,9.4,24.4731133
HD 102888 b,HD 102888,12.8,177.6545263
HD 103891 b,HD 103891,13.2,179.4382907
HD 10647 b,HD 10647,13.8,25.6233526
HD 10697 b,HD 10697,12.8,26.2324076
HD 108236 c,HD 108236,2.071,186.5740627
HD 108874 b,HD 108874,13.6,187.6126029
HD 10975 b,HD 10975,14.3,27.1628025
HD 110067 b,HD 110067,2.2,189.8392243
HD 110537 b,HD 110537,11.9,190.7462412
HD 126614 b,HD 126614,12.7,216.7005171
HD 132406 b,HD 132406,12.8,224.2276121
HD 136118 b,HD 136118,12.3,229.7306046
HD 136352 b,HD 136352,1.664,230.4401147
HD 137496 b,HD 137496,1.31,231.7420543
HD 137496 c,HD 137496,12.6,231.7420543
HD 13908 b,HD 13908,13.9,34.5609102
HD 13931 b,HD 13931,13.2,34.1979991
HD 139357 b,HD 139357,12.1,233.8173564
HD 140901 c,HD 140901,13.4,236.8689866
HD 141399 d,HD 141399,13.7,236.7235392
HD 141399 e,HD 141399,14.1,236.7235392
HD 142 b,HD 142,12.7,1.5836771
HD 143361 b,HD 143361,12.9,240.4588405
HD 144899 b,HD 144899,4.77,242.5721002
HD 147379 b,HD 147379,4.94,244.1725686
HD 147513 b,HD 147513,13.7,246.0057894
HD 149026 b,HD 149026,8.29466,247.6229827
HD 152581 b,HD 152581,13.4,253.4316451
HD 153557 d,HD 153557,11.9,254.4706516
HD 154672 b,HD 154672,12.8,257.520697
HD 154857 b,HD 154857,13.3,257.816194
HD 156668 c,HD 156668,6.17,259.4183491
HD 158259 f,HD 158259,2.35,261.3495847
HD 160691 b,HD 160691,,266.0361585
HD 1666 b,HD 1666,12.7,5.2180424
HD 17156 b,HD 17156,12.26262489,42.4366123
HD 173416 b,HD 173416,13.4,280.9005676
HD 174205 b,HD 174205,13.0,280.7932014
HD 176986 d,HD 176986,2.49,285.7739138
HD 180617 b,HD 180617,3.53,289.2277322
HD 180902 b,HD 180902,13.5,289.8239604
HD 183263 c,HD 183263,12.5,292.1022982
HD 191939 c,HD 191939,3.195,302.0256247
HD 191939 g,HD 191939,3.74,302.0256247
HD 192263 b,HD 192263,14.2,303.4990864
HD 202206 c,HD 202206,12.2,318.7405221
HD 203387 b,HD 203387,13.1,320.561782
HD 204941 b,HD 204941,10.1,323.0966714
HD 20794 f,HD 20794,2.28,49.9997666
HD 213885 c,HD 213885,4.71,338.9837166
HD 21411 b,HD 21411,9.52,51.5474155
HD 215152 d,HD 215152,,340.8380941
HD 215152 e,HD 215152,,340.8380941
HD 215497 c,HD 215497,13.0,341.652714
HD 216770 b,HD 216770,14.1,343.9748751
HD 21749 c,GJ 143,0.892,51.7501882
HD 217786 c,HD 217786,2.61,345.7838088
HD 221420 b,HD 221420,12.0,353.3319001
HD 222076 b,HD 222076,13.5,354.531982
HD 222155 b,HD 222155,13.4,354.5025617
HD 222582 b,HD 222582,12.6,355.4640788
HD 22946 d,HD 22946,2.607,54.819538
HD 23079 c,HD 23079,2.8,54.9281897
HD 25723 b,HD 25723,13.3,61.0947182
HD 27894 c,HD 27894,8.24,65.1975693
HD 28109 b,HD 28109,2.69,65.2383065
HD 28471 c,HD 28471,2.26,66.2875166
HD 28678 b,HD 28678,13.5,67.8560643
HD 29021 b,HD 29021,12.9,69.4681379
HD 30177 b,HD 30177,12.6,70.4770964
HD 33142 c,HD 33142,13.9,76.8980559
HD 332231 b,HD 332231,9.07303305,306.741134
HD 34445 b,HD 34445,13.9,79.4207483
HD 360 b,HD 360,14.0,2.072903
HD 41004 B b,HD 41004 B,12.1,89.9565956
HD 4113 b,HD 4113,13.5,10.8027515
HD 43197 b,HD 43197,14.2,93.3993231
HD 52265 b,HD 52265,13.7,105.0746449
HD 60292 b,HD 60292,12.7,114.6201698
HD 6061 b,HD 6061,2.42763557,15.5981441
HD 62549 b,HD 62549,12.6,116.0821439
HD 64121 b,HD 64121,13.2,117.3651424
HD 7199 b,HD 7199,,17.6979344
HD 72490 b,HD 72490,13.5,128.4028287
HD 73267 b,HD 73267,13.0,129.0735123
HD 73344 c,HD 73344,13.5,129.6894456
HD 7449 b,HD 7449,12.6,18.621465
HD 76700 b,HD 76700,9.6,133.4782248
HD 80869 b,HD 80869,12.8,140.7912931
HD 86065 b,HD 86065,12.5,148.9256674
HD 93385 c,HD 93385,2.56,161.5627065
HD 94890 c,HD 94890,12.5,164.1797804
HD 95086 b,HD 95086,12.9,164.2621032
HD 96127 b,HD 96127,12.1,166.441502
HD 96700 d,HD 96700,3.61,166.9742616
HD 97658 b,HD 97658,2.12,168.6376584
HD 99283 b,HD 99283,13.8,171.4874082
HIP 111909 c,HIP 111909,13.9,340.0304354
HIP 14810 b,HIP 14810,13.0,47.809275
HIP 35965 b,HIP 35965,12.6,111.2025182
HIP 5158 c,HIP 5158,12.2,16.5094891
HIP 57274 b,HIP 57274,,176.1705487
HIP 65 A b,HIP 65 A,22.75427,0.1856063
HIP 97233 b,HIP 97233,12.1,296.4221207
HR 8799 d,HR 8799,13.0,346.8701486
K2-100 b,K2-100,3.88,129.6010863
K2-136 b,K2-136,1.014,67.4128615
K2-136 d,K2-136,1.565,67.4128615
K2-150 b,K2-150,2.0,18.3443908
K2-157 b,K2-157,0.935,183.7514959
K2-165 b,K2-165,1.27443657,184.9004881
K2-168 b,K2-168,1.86,333.1100738
K2-176 b,K2-176,1.49090097,58.2691796
K2-179 b,K2-179,2.51267885,58.7967878
K2-18 c,K2-18,2.65,172.560141
K2-183 b,K2-183,1.1,125.007177
K2-184 b,K2-184,1.47,129.1405227
K2-185 c,K2-185,2.39,130.2596625
K2-186 b,K2-186,3.17207779,135.3350487
K2-190 c,K2-190,1.09308317,205.3630485
K2-191 b,K2-191,1.57889322,201.6391407
K2-200 b,K2-200,1.3643987,202.251206
K2-223 c,K2-223,1.5,185.306183
K2-227 b,K2-227,1.66551298,190.9484237
K2-233 c,K2-233,1.272,230.4799011
K2-233 d,K2-233,2.363,230.4799011
K2-241 b,K2-241,2.55,181.2386829
K2-249 b,K2-249,2.79,183.3667344
K2-25 b,K2-25,3.44,63.2739346
K2-250 b,K2-250,2.71257333,185.0315429
K2-260 b,K2-260,18.41635529,76.8673317
K2-270 b,K2-270,1.38,131.2665588
K2-275 c,K2-275,2.21,132.1698795
K2-277 b,K2-277,2.18575124,202.0161895
K2-285 c,K2-285,3.53,349.3843458
K2-3 d,K2-3,1.458,172.3353708
K2-312 c,HD 80653,12.8,140.3390845
K2-315 b,K2-315,0.95,228.0210932
K2-324 b,K2-324,2.43,157.6222171
K2-332 b,K2-332,2.2,135.8832666
K2-334 b,K2-334,5.65,136.4894259
K2-337 b,K2-337,2.62,127.761137
K2-34 b,K2-34,13.75,127.5787231
K2-342 b,K2-342,2.03,133.1218996
K2-343 c,K2-343,2.02,134.2021746
K2-350 b,K2-350,1.54,204.0355092
K2-352 c,K2-352,1.92,140.4451478
K2-354 b,K2-354,1.56,129.1299193
K2-367 b,K2-367,2.413,337.8588454
K2-372 b,K2-372,2.945,130.7988719
K2-374 c,K2-374,2.213,137.3794986
K2-375 b,K2-375,2.243,130.5013137
K2-383 b,K2-383,1.564,282.008765
K2-384 e,K2-384,1.345,20.4998403
K2-389 b,K2-389,2.33,355.6304152
K2-400 b,K2-400,1.163,154.5110307
K2-73 c,K2-73,13.0,335.025662
K2-77 b,K2-77,2.4996027,55.228521
K2-79 b,K2-79,4.09,55.2559307
K2-83 c,K2-83,1.483,59.9013782
K2-86 b,K2-86,1.96,51.5531053
K2-9 b,K2-9,2.25,176.263724
K2-91 b,K2-91,1.1,63.2182348
KELT-17 b,KELT-17,17.093725,125.617407
KELT-18 b,KELT-18,17.59813,216.5238248
KIC 8121913 b,KIC 8121913,13.4,298.9677981
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,2.23,271.38525
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,2.34,269.8664167
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,2.22,265.2825417
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,12.6,268.3839167
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,6.91,269.2856667
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,4.59,267.6172083
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,9.12,264.4885417
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,7.71,269.5791667
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,11.0,266.8150417
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,12.8,263.4194167
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,14.1,267.6200833
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,13.8,261.366
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,13.2,261.6129583
KOI-134 b,KOI-134,12.03844527,295.586598
KOI-1599.01,KOI-1599,1.9,298.3738383
KOI-1833 d,Kepler-968,2.58,285.6025889
KOI-351 h,KOI-351,11.252,284.4334642
Kapteyn c,Kapteyn,2.54,77.9586613
Kepler-10 b,Kepler-10,1.47,285.679298
Kepler-10 d,Kepler-10,3.49,285.679298
Kepler-1015 b,Kepler-1015,3.55,292.7573088
Kepler-1016 b,Kepler-1016,2.18,294.613689
Kepler-102 f,Kepler-102,0.861,281.4824731
Kepler-1030 b,Kepler-1030,2.48,293.6819098
Kepler-1033 b,Kepler-1033,2.51,283.8450963
Kepler-1039 b,Kepler-1039,1.46,298.3266169
Kepler-1040 b,Kepler-1040,2.08,283.1137663
Kepler-1045 b,Kepler-1045,2.69,284.1832668
Kepler-1054 b,Kepler-1054,2.63,290.6011085
Kepler-1058 b,Kepler-1058,2.72,294.5956256
Kepler-106 e,Kepler-106,2.56,300.864006
Kepler-1076 b,Kepler-1076,0.8,287.5902594
Kepler-1081 b,Kepler-1081,1.01,289.444752
Kepler-1087 b,Kepler-1087,0.61,294.9789253
Kepler-1094 b,Kepler-1094,3.18,292.3012109
Kepler-1095 b,Kepler-1095,1.21,293.2624215
Kepler-110 c,Kepler-110,2.21,292.9291693
Kepler-1101 b,Kepler-1101,2.47,294.5693544
Kepler-111 c,Kepler-111,7.0840758,291.653163
Kepler-1111 b,Kepler-1111,2.0,295.4634045
Kepler-1116 b,Kepler-1116,2.54,291.9336573
Kepler-1120 b,Kepler-1120,1.38,290.9144516
Kepler-113 b,Kepler-113,1.82,287.9978721
Kepler-114 c,Kepler-114,1.6,294.121482
Kepler-1142 b,Kepler-1142,1.47,292.7144796
Kepler-1155 b,Kepler-1155,2.03,288.8206058
Kepler-1162 c,Kepler-1162,1.81,283.2920273
Kepler-1165 c,Kepler-1165,3.36093385,286.9712284
Kepler-117 c,Kepler-117,12.341,288.7930651
Kepler-1172 b,Kepler-1172,3.2,290.4744875
Kepler-1182 b,Kepler-1182,2.41,296.3079895
Kepler-1195 b,Kepler-1195,2.08,284.3510523
Kepler-1211 b,Kepler-1211,2.55,285.7207618
Kepler-123 c,Kepler-123,1.48,296.9985853
Kepler-1231 b,Kepler-1231,1.42,288.5882888
Kepler-124 b,Kepler-124,0.73,286.7527322
Kepler-1242 b,Kepler-1242,2.26,284.6062174
Kepler-1262 b,Kepler-1262,1.82,288.7718287
Kepler-1264 b,Kepler-1264,1.18,289.8844102
Kepler-1266 c,Kepler-1266,1.68023962,285.8693277
Kepler-1278 b,Kepler-1278,1.01,282.9569197
Kepler-128 c,Kepler-128,1.521,282.4922622
Kepler-1284 b,Kepler-1284,1.21,291.2789549
Kepler-1287 b,Kepler-1287,1.54,289.1346298
Kepler-1293 b,Kepler-1293,0.97,290.0258783
Kepler-1301 b,Kepler-1301,1.4,286.6041816
Kepler-1303 b,Kepler-1303,1.42,284.287147
Kepler-1321 d,Kepler-1321,2.62843782,294.528597
Kepler-1334 b,Kepler-1334,2.29,289.311532
Kepler-1336 b,Kepler-1336,1.98,296.2776587
Kepler-1344 b,Kepler-1344,1.84,287.0862799
Kepler-1350 c,Kepler-1350,1.73,288.250611
Kepler-1353 b,Kepler-1353,1.8,295.7353911
Kepler-1376 b,Kepler-1376,1.05,286.9584368
Kepler-138 c,Kepler-138,1.51,290.3814122
Kepler-1388 b,Kepler-1388,2.59,283.3360156
Kepler-1390 b,Kepler-1390,1.18,298.6624419
Kepler-1427 b,Kepler-1427,1.1,295.3496546
Kepler-1428 b,Kepler-1428,1.64,297.6422563
Kepler-1429 b,Kepler-1429,1.29,285.3662532
Kepler-143 b,Kepler-143,2.41,298.0676519
Kepler-1444 b,Kepler-1444,2.18,285.3306799
Kepler-1445 b,Kepler-1445,0.96,280.2495197
Kepler-145 c,Kepler-145,4.32,291.3877397
Kepler-1476 b,Kepler-1476,1.67,284.5320743
Kepler-1479 b,Kepler-1479,1.83,285.7119953
Kepler-1481 b,Kepler-1481,1.23,289.4390075
Kepler-1486 b,Kepler-1486,2.32,290.5903907
Kepler-1487 b,Kepler-1487,2.13,295.4980737
Kepler-1487 c,Kepler-1487,7.97,295.4980737
Kepler-1495 b,Kepler-1495,2.94,286.1306907
Kepler-1504 b,Kepler-1504,2.13,289.7119947
Kepler-1510 b,Kepler-1510,3.36,298.9591432
Kepler-1514 c,Kepler-1514,1.1758241,292.6274943
Kepler-1515 b,Kepler-1515,9.55,290.9739057
Kepler-1518 b,Kepler-1518,3.05,300.3323404
Kepler-1523 b,Kepler-1523,1.58,296.0540705
Kepler-158 d,Kepler-158,0.43,284.0323723
Kepler-1581 b,Kepler-1581,0.8,287.3713199
Kepler-1583 b,Kepler-1583,0.6,286.3869335
Kepler-159 c,Kepler-159,3.41,297.0702037
Kepler-1605 b,Kepler-1605,1.08,287.1349405
Kepler-1606 b,Kepler-1606,2.07,286.3782987
Kepler-1610 b,Kepler-1610,1.61,295.9049795
Kepler-1621 b,Kepler-1621,2.16,297.5885341
Kepler-1623 b,Kepler-1623,1.31,294.082697
Kepler-1626 b,Kepler-1626,2.02,296.5004384
Kepler-1628 b,Kepler-1628,6.43,281.6336936
Kepler-1629 b,Kepler-1629,0.77,280.2066276
Kepler-163 b,Kepler-163,1.05,295.0027458
Kepler-1632 b,Kepler-1632,2.47,294.4948769
Kepler-1637 b,Kepler-1637,0.89,282.2368006
Kepler-164 c,Kepler-164,2.73,287.7808115
Kepler-1645 b,Kepler-1645,1.78,297.4795142
Kepler-166 d,Kepler-166,1.73,293.1600977
Kepler-1672 b,Kepler-1672,2.97022762,297.9400971
Kepler-1679 b,Kepler-1679,2.0692036,293.9005786
Kepler-1689 b,Kepler-1689,0.94678642,291.5741663
Kepler-1719 b,Kepler-1719,3.95000623,284.7068546
Kepler-172 c,Kepler-172,2.86,283.3684093
Kepler-172 e,Kepler-172,2.76,283.3684093
Kepler-1723 b,Kepler-1723,2.88046569,294.4627362
Kepler-1727 b,Kepler-1727,3.17321625,290.3336142
Kepler-1728 b,Kepler-1728,2.95501875,287.0940046
Kepler-1729 b,Kepler-1729,3.89404186,296.6939428
Kepler-173 b,Kepler-173,1.29,294.6466171
Kepler-1743 b,Kepler-1743,1.59887007,290.5523552
Kepler-1746 b,Kepler-1746,8.93504475,288.3203979
Kepler-1750 b,Kepler-1750,6.00434637,292.3514917
Kepler-1752 b,Kepler-1752,4.54060463,290.8541401
Kepler-176 c,Kepler-176,2.6,294.6679021
Kepler-1762 b,Kepler-1762,2.76022913,290.4931471
Kepler-1776 b,Kepler-1776,2.61157023,291.5344017
Kepler-1777 b,Kepler-1777,2.13189678,290.3286455
Kepler-178 d,Kepler-178,3.95,287.1010275
Kepler-1782 b,Kepler-1782,2.22927435,280.926162
Kepler-1795 b,Kepler-1795,1.66301611,286.4792568
Kepler-1796 b,Kepler-1796,2.75047868,301.5430397
Kepler-1802 c,Kepler-1802,2.322,300.2420869
Kepler-1826 b,Kepler-1826,1.47519116,292.7700072
Kepler-183 c,Kepler-183,2.27,293.5308112
Kepler-1837 b,Kepler-1837,2.06673842,288.2076012
Kepler-1859 c,Kepler-1859,1.66,293.9886751
Kepler-186 b,Kepler-186,1.07,298.652736
Kepler-186 c,Kepler-186,1.25,298.652736
Kepler-1865 b,Kepler-1865,1.57686072,293.941238
Kepler-187 b,Kepler-187,1.41,299.7964955
Kepler-1889 b,Kepler-1889,2.94360686,297.1992577
Kepler-189 b,Kepler-189,1.21,287.5646296
Kepler-1893 b,Kepler-1893,1.70557445,298.4012866
Kepler-1901 b,Kepler-1901,1.47418907,291.1643587
Kepler-1907 c,Kepler-1907,1.15547044,280.7085829
Kepler-1909 b,Kepler-1909,1.09217411,290.889409
Kepler-191 c,Kepler-191,1.86,291.1833211
Kepler-1912 b,Kepler-1912,1.35670508,282.1178211
Kepler-1915 b,Kepler-1915,3.21798413,301.2786852
Kepler-1918 b,Kepler-1918,2.29763023,292.530546
Kepler-1919 b,Kepler-1919,2.62390658,283.1319153
Kepler-1920 b,Kepler-1920,2.95415848,291.0620355
Kepler-1926 b,Kepler-1926,2.31495961,291.1987905
Kepler-1928 b,Kepler-1928,1.992,290.4406294
Kepler-193 c,Kepler-193,2.75,296.4985951
Kepler-1935 b,Kepler-1935,2.50271696,296.4037783
Kepler-1940 b,Kepler-1940,1.54732469,291.2042027
Kepler-1944 b,Kepler-1944,2.75971163,296.5105045
Kepler-1952 b,Kepler-1952,1.23923346,288.0764082
Kepler-196 d,Kepler-196,2.66065673,284.9685077
Kepler-1962 b,Kepler-1962,1.21463929,289.5483989
Kepler-197 d,Kepler-197,1.22,295.2264739
Kepler-199 b,Kepler-199,3.11,295.5594278
Kepler-1992 b,Kepler-1992,0.91,295.0902409
Kepler-1997 b,Kepler-1997,2.28,297.4808253
Kepler-1999 b,Kepler-1999,3.29,282.3705675
Kepler-20 d,Kepler-20,2.606,287.6979913
Kepler-2001 b,Kepler-2001,1.04,291.6594558
Kepler-203 b,Kepler-203,2.57,297.089959
Kepler-204 b,Kepler-204,2.53,285.347162
Kepler-208 d,Kepler-208,1.2,293.8901979
Kepler-221 c,Kepler-221,2.93,296.6547477
Kepler-229 c,Kepler-229,4.92,286.9994758
Kepler-229 d,Kepler-229,3.85,286.9994758
Kepler-230 c,Kepler-230,2.04,285.7185682
Kepler-236 b,Kepler-236,1.57,283.8664285
Kepler-24 c,Kepler-24,2.514,290.4132621
Kepler-248 b,Kepler-248,3.02,293.0613138
Kepler-249 c,Kepler-249,1.51,296.9853002
Kepler-249 d,Kepler-249,1.57,296.9853002
Kepler-250 d,Kepler-250,2.18,289.5947633
Kepler-252 c,Kepler-252,2.15,295.579329
Kepler-253 c,Kepler-253,2.65,291.8419337
Kepler-254 c,Kepler-254,2.15,288.1646541
Kepler-261 b,Kepler-261,2.18,291.3647333
Kepler-263 c,Kepler-263,2.47,292.4698022
Kepler-27 b,Kepler-27,4.0,292.2367608
Kepler-271 b,Kepler-271,1.23,283.0029316
Kepler-276 b,Kepler-276,2.87,293.568197
Kepler-28 b,Kepler-28,1.959,292.1370409
Kepler-282 b,Kepler-282,1.01,284.6772402
Kepler-283 c,Kepler-283,1.82,293.6137413
Kepler-286 c,Kepler-286,1.37,290.6761874
Kepler-29 c,Kepler-29,2.34,298.348382
Kepler-290 b,Kepler-290,2.25,286.4100307
Kepler-293 b,Kepler-293,3.07,286.3580611
Kepler-294 c,Kepler-294,2.71,287.3920392
Kepler-295 b,Kepler-295,1.22,285.3458383
Kepler-295 c,Kepler-295,1.17,285.3458383
Kepler-297 b,Kepler-297,2.87,283.2091605
Kepler-299 b,Kepler-299,1.32,283.2070156
Kepler-30 d,Kepler-30,8.8,285.2836483
Kepler-304 c,Kepler-304,2.17,294.4418031
Kepler-304 d,Kepler-304,2.75,294.4418031
Kepler-305 e,Kepler-305,1.7938153,299.2242557
Kepler-307 b,Kepler-307,2.43,297.7950939
Kepler-307 c,Kepler-307,2.2,297.7950939
Kepler-313 c,Kepler-313,2.57,298.2948708
Kepler-315 c,Kepler-315,4.15,298.0230967
Kepler-321 b,Kepler-321,1.77,294.4536991
Kepler-322 b,Kepler-322,1.01,281.3487514
Kepler-322 c,Kepler-322,1.67,281.3487514
Kepler-327 c,Kepler-327,1.03,292.6422963
Kepler-328 c,Kepler-328,5.4,295.8092756
Kepler-330 b,Kepler-330,1.35,288.4474035
Kepler-336 c,Kepler-336,2.1,290.2376224
Kepler-336 d,Kepler-336,2.37,290.2376224
Kepler-34 b,Kepler-34,8.564,296.4358022
Kepler-341 d,Kepler-341,1.85,289.8615609
Kepler-344 c,Kepler-344,2.95,292.4996101
Kepler-345 b,Kepler-345,0.74,295.2288521
Kepler-348 b,Kepler-348,1.52,297.2550814
Kepler-350 b,Kepler-350,1.85,285.4195845
Kepler-355 b,Kepler-355,1.46,285.7994917
Kepler-356 b,Kepler-356,1.57,292.4210998
Kepler-357 c,Kepler-357,2.67,291.2429746
Kepler-358 c,Kepler-358,2.85,293.2302333
Kepler-362 c,Kepler-362,1.45,291.771603
Kepler-369 c,Kepler-369,1.41,293.6743322
Kepler-370 c,Kepler-370,1.91,292.1710683
Kepler-377 c,Kepler-377,2.06,295.4220717
Kepler-378 b,Kepler-378,0.75,294.9489697
Kepler-385 b,Kepler-385,2.73,294.3385109
Kepler-385 c,Kepler-385,3.04,294.3385109
Kepler-385 d,Kepler-385,2.6186448,294.3385109
Kepler-387 b,Kepler-387,1.03,287.7982699
Kepler-391 b,Kepler-391,2.5,290.6218844
Kepler-398 b,Kepler-398,0.93,291.4688524
Kepler-401 d,Kepler-401,2.27,290.0827494
Kepler-403 b,Kepler-403,1.25,289.9214256
Kepler-411 d,Kepler-411,3.319,287.6057027
Kepler-416 d,Kepler-416,1.61,291.5569554
Kepler-421 b,Kepler-421,4.16,283.2568116
Kepler-424 b,Kepler-424,9.98,298.6249797
Kepler-426 b,Kepler-426,12.22,289.4346668
Kepler-440 b,Kepler-440,1.86,285.3500664
Kepler-444 b,Kepler-444,0.403,289.7528323
Kepler-445 b,Kepler-445,1.58,298.7363395
